Transaction Date,Post Date,Description,Category,Subcategory,Type,Amount,Memo
07/18/2025,07/20/2025,MURPHY7287ATWALMART,Gas,,Sale,-$39.44,
07/18/2025,07/20/2025,PARKINGMETER2 87724279,Travel,,Sale,-$5.00,
07/18/2025,07/20/2025,PARKINGMETER2 87724279,Travel,,Sale,-$2.45,
07/17/2025,07/18/2025,TMOBILE*PREPD AUTOPY,Bills & Utilities,,Sale,-$16.34,
07/17/2025,07/18/2025,Scooters Coffee,Food & Drink,,Sale,-$7.65,
07/17/2025,07/18/2025,STAPLES       00102723,Shopping,,Sale,-$2.44,
07/16/2025,07/17/2025,Scooters Coffee,Food & Drink,,Sale,-$7.65,
07/16/2025,07/17/2025,KUM&amp;GO 0520R CEDAR RA,Gas,,Sale,-$38.45,
07/15/2025,07/16/2025,WESTSIDE TIRE CO INC,Automotive,,Sale,-$77.04,
07/15/2025,07/16/2025,Scooters Coffee,Food & Drink,,Sale,-$7.65,
07/15/2025,07/16/2025,HY-VEE CEDAR RAPIDS 10,Groceries,,Sale,-$5.36,
07/14/2025,07/16/2025,THE DOUBLE Z BAR AND G,Food & Drink,,Sale,-$49.00,
07/14/2025,07/15/2025,EL VIEJO MEXICAN RESTA,Food & Drink,,Sale,-$68.75,
07/14/2025,07/15/2025,Scooters Coffee,Food & Drink,,Sale,-$7.65,
07/13/2025,07/15/2025,CASEYS #3382,Food & Drink,,Sale,-$8.96,
